Submitter Name,Submitter Oracle ID,Partner Reported File Name,FYQTR,Week No Of Fiscal Qtr,Global POS Partner Level,Submitter Theater - Site,POS Transaction Type,Sales Qty,Standard Buy Price Ext - CST,UPH Level I,UPH Level II,UPH Level III
A T & T WIRELESS SERVICES [7096],7096,55692386-ATT Daily Sales Report Plantronics 12.28.20.xlsx,FY21Q4,1,LEVEL 1,AMER,POS,26,1212,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55692386-ATT Daily Sales Report Plantronics 12.28.20.xlsx,FY21Q4,1,LEVEL 1,AMER,POS,5,474,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55698607-Att Daily Sales Report Plantronics (002).xlsx,FY21Q4,1,LEVEL 1,AMER,POS,375,16560,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55698607-Att Daily Sales Report Plantronics (002).xlsx,FY21Q4,1,LEVEL 1,AMER,POS,60,5844,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55698607-Att Daily Sales Report Plantronics (002).xlsx,FY21Q4,2,LEVEL 1,AMER,POS,35,1620,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55698607-Att Daily Sales Report Plantronics (002).xlsx,FY21Q4,2,LEVEL 1,AMER,POS,9,894,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55704080-Daily Sales Report Plantronics.xlsx,FY21Q4,2,LEVEL 1,AMER,POS,432,19308,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55704080-Daily Sales Report Plantronics.xlsx,FY21Q4,2,LEVEL 1,AMER,POS,94,9300,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55704080-Daily Sales Report Plantronics.xlsx,FY21Q4,3,LEVEL 1,AMER,POS,38,2064,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55704080-Daily Sales Report Plantronics.xlsx,FY21Q4,3,LEVEL 1,AMER,POS,2,192,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55705404-att Daily Sales Report Plantronics (002).xlsx,FY21Q4,3,LEVEL 1,AMER,POS,390,17988,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55705404-att Daily Sales Report Plantronics (002).xlsx,FY21Q4,3,LEVEL 1,AMER,POS,1,20,CONSUMER,OTHER CONSUMER,MOBILE OTHER
A T & T WIRELESS SERVICES [7096],7096,55705404-att Daily Sales Report Plantronics (002).xlsx,FY21Q4,3,LEVEL 1,AMER,POS,64,6372,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55705404-att Daily Sales Report Plantronics (002).xlsx,FY21Q4,4,LEVEL 1,AMER,POS,28,1356,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55705404-att Daily Sales Report Plantronics (002).xlsx,FY21Q4,4,LEVEL 1,AMER,POS,9,882,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,20,598,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,6,908.04,ENTERPRISE,UC OCC,UC OCC CORDLESS
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,2,51.36,CONSUMER,MONO,MOBILE BT MONO
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,2,247.9,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,10,38,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55716412-Abris_SALE_20201228_20210110.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,355,10108,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55728394-Abris_SALE_2021011_20210117.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,2,26.44,CONSUMER,MONO,MOBILE BT MONO
ABRIS DISTRIBUTION INC [555603],555603,55728394-Abris_SALE_2021011_20210117.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,6,637.5,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,55728394-Abris_SALE_2021011_20210117.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,10,501.4,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55728394-Abris_SALE_2021011_20210117.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,26,735.54,ENTERPRISE,UC OCC,UC OCC CORDED
AK CENT MICROSYSTEMS LTD. [653611],653611,55702860-AK-Cent_281220_POS.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,3,199.31,CONSUMER,GAMING,GAMING
AK CENT MICROSYSTEMS LTD. [653611],653611,55702860-AK-Cent_281220_POS.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,13,221.07,CONSUMER,MONO,MOBILE BT MONO
AK CENT MICROSYSTEMS LTD. [653611],653611,55702860-AK-Cent_281220_POS.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,7,323.21,CONSUMER,STEREO,MOBILE BT STEREO
AK CENT MICROSYSTEMS LTD. [653611],653611,55715572-AK-Cent_040121_POS.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,16,333.28,CONSUMER,GAMING,GAMING
AK CENT MICROSYSTEMS LTD. [653611],653611,55715572-AK-Cent_040121_POS.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,36,508.68,CONSUMER,MONO,MOBILE BT MONO
AK CENT MICROSYSTEMS LTD. [653611],653611,55715572-AK-Cent_040121_POS.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,1,18.8,CONSUMER,OTHER CONSUMER,PC OTHER
AK CENT MICROSYSTEMS LTD. [653611],653611,55728033-AK-Cent_110121_POS.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,154,2110.48,CONSUMER,MONO,MOBILE BT MONO
AK CENT MICROSYSTEMS LTD. [653611],653611,55728033-AK-Cent_110121_POS.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,5,70.5,CONSUMER,OTHER CONSUMER,PC OTHER
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,NS-POS,5,0,Service,Care,Legacy VVX and SoundPoint IP-Maintenance Services
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,NS-POS,5,0,Service,Care,Polycom Studio-Maintenance Services
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,NS-POS,1,0,Video,Platform,RMX
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,120,7877.95,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,2,45,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,69,4134.75,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,138,21671.06,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,3,6333.93,Video,Endpoints,G7500
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,6,15986.75,Video,Endpoints,Poly Group PC
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,3,134.88,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,14,9372,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,1,1185,Video,Endpoints,RP Desktop
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,34,45955.23,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,3,1330.75,Voice,Audio Conferencing,RealPresence Trio
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,1,81.75,Voice,Audio Conferencing,SoundStation IP
AL ZUBAIR GROUP FZE [587953],587953,55700831-POS Template-02 JAN.xlsx,FY21Q4,1,LEVEL 1,EMEA,POS,5,1358.5,Voice,Desktop Phones,Legacy VVX and SoundPoint IP
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,311,13055.7,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,4,111.47,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,208,7968.2,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,23,3260.01,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,2,4438.8,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,55722194-POS Template-09 JAN.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,5,1871.25,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,RP Group-Maintenance Services
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,639,32145,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,3,67.5,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,48,1808.5,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,17,2343.49,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,1,479.4,Video,Endpoints,G7500
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,2,1760,Video,Endpoints,MSR
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,4,8877.6,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,16,2388,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,6,4759.5,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,55731445-POS Template-16 JAN.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,7,4434.45,Voice,Audio Conferencing,RealPresence Trio
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,G7500-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,HDX-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,MSR-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,32,0,Service,Care,Poly Studio X-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,RP Group-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,RealPresence Trio-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,NS-POS,21,0,Service,Cloud,RealConnect-RealConnect O365 Subscription Software
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,4,123.165,ENTERPRISE,UC OCC,UC OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,1,153.295,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,1,2319.205,Video,Endpoints,Poly Group PC
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,1,125.0625,Video,Endpoints,Polycom Studio
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,2,631.235,Voice,Audio Conferencing,SoundStation IP
ALLNET ITALIA S.P.A. [469883],469883,55716735-POS PLT_10Jan2021.xlsx,FY21Q4,2,LEVEL 1,EMEA,POS,1,168.245,Voice,Desktop Phones,CCX
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,3,0,Service,Care,Poly Studio X-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,29,0,Service,Care,RP Group-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,RealPresence Trio-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,1,0,Service,Cloud,RealConnect-RealConnect O365 Subscription Software
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,NS-POS,1,0,Service,Professional Services,RealConnect-Professional Services
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,291,22641.2,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,16,1270.52,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,13,826.735,ENTERPRISE,UC OCC,UC OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,4,533.6,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,14,7003.5,Video,Endpoints,G7500
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,5,1406.45,Video,Endpoints,MSR
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,3,4898.0225,Video,Endpoints,Poly Group PC
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,3,5583.365,Video,Endpoints,Poly Studio X
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,7,906.4875,Video,Endpoints,Polycom Studio
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,10,5426.85,Voice,Audio Conferencing,SoundStation IP
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,61,6180.9625,Voice,Desktop Phones,Legacy VVX and SoundPoint IP
ALLNET ITALIA S.P.A. [469883],469883,55731611-POS Poly _17Jan2021.xlsx,FY21Q4,3,LEVEL 1,EMEA,POS,9,1218.8275,Voice,Desktop Phones,VVX
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,14,93.38,CONSUMER,OTHER CONSUMER,MOBILE OTHER
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,24,1154.945,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,38,1642.2,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,56,2182.93,ENTERPRISE,UC OCC,UC OCC CORDED
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,77,12684.845,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLTRON AG [2272555],2272555,55697495-20210103-200154-2272555_DE_2101031955333972094-SPLT00_AT_sellout_2021 01 04_Sheet1.csv,FY21Q4,1,LEVEL 1,EMEA,POS,1,92.4255,Video,Endpoints,USB Cameras
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,91,4499.95,CONSUMER,MONO,MOBILE BT MONO
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,29,142.025,CONSUMER,OTHER CONSUMER,MOBILE OTHER
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,32,1482.35,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,39,968.99,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,185,7653.135,ENTERPRISE,UC OCC,UC OCC CORDED
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,219,34756.105,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,8,2906.3605,Video,Endpoints,Poly Studio X
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,13,8478.375,Video,Endpoints,Polycom Studio
ALLTRON AG [2272555],2272555,55715798-20210110-221031-2272555_DE_210110220814202ddf0-SPLT00_AT_sellout_2021 01 11_Sheet1.csv,FY21Q4,2,LEVEL 1,EMEA,POS,1,1373.79,Voice,Audio Conferencing,RealPresence Trio
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,204,10087.8,CONSUMER,MONO,MOBILE BT MONO
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,40,250.585,CONSUMER,OTHER CONSUMER,MOBILE OTHER
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,132,7054.33,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,51,1791.125,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,757,29315.8,ENTERPRISE,UC OCC,UC OCC CORDED
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,48,8706.765,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,3,4926.0825,Video,Endpoints,Poly Studio X
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,25,16800.6375,Video,Endpoints,Polycom Studio
ALLTRON AG [2272555],2272555,55728162-20210117-203153-2272555_DE_2101172027566671263-SPLT00_AT_sellout_2021 01 18_Sheet1.csv,FY21Q4,3,LEVEL 1,EMEA,POS,1,92.4255,Video,Endpoints,USB Cameras
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,G7500-Maintenance Services
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,Poly Group PC-Maintenance Services
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,13,0,Service,Care,Poly Studio X-Maintenance Services
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,Polycom Studio-Maintenance Services
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,RP Group-Maintenance Services
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,NS-POS,5,0,Service,Cloud,RealConnect-RealConnect O365 Subscription Software
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,27,1335.15,CONSUMER,MONO,MOBILE BT MONO
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,14,242.19,CONSUMER,OTHER CONSUMER,MOBILE OTHER
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,1,168.13,CONSUMER,STEREO,MOBILE BT STEREO
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,144,6990.85,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,40,943,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,1196,63696.89,ENTERPRISE,UC OCC,UC OCC CORDED
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,818,137813.7,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALSO A/S [2184055],2184055,55698463-ALSO_Sales_20201228_20210103.xls,FY21Q4,1,LEVEL 1,EMEA,POS,1,920,Video,Endpoints,MSR
