Submitter Name,Submitter Oracle ID,Partner Reported File Name,FYQTR,Week No Of Fiscal Qtr,Global POS Partner Level,Submitter Theater - Site,POS Transaction Type,Sales Qty,Standard Buy Price Ext - CST,UPH Level I,UPH Level II,UPH Level III
A T & T WIRELESS SERVICES [7096],7096,55963220-att Daily Sales Report Plantronics 4.12.21.xlsx,FY22Q1,1,LEVEL 1,AMER,POS,419,21732,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55963220-att Daily Sales Report Plantronics 4.12.21.xlsx,FY22Q1,1,LEVEL 1,AMER,POS,33,3114,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55963220-att Daily Sales Report Plantronics 4.12.21.xlsx,FY22Q1,2,LEVEL 1,AMER,POS,42,2208,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55963220-att Daily Sales Report Plantronics 4.12.21.xlsx,FY22Q1,2,LEVEL 1,AMER,POS,5,474,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55986524-att Daily Sales Report Plantronics 4.19.xlsx,FY22Q1,2,LEVEL 1,AMER,POS,407,21876,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55986524-att Daily Sales Report Plantronics 4.19.xlsx,FY22Q1,2,LEVEL 1,AMER,POS,27,2586,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,55986524-att Daily Sales Report Plantronics 4.19.xlsx,FY22Q1,3,LEVEL 1,AMER,POS,45,2328,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,55986524-att Daily Sales Report Plantronics 4.19.xlsx,FY22Q1,3,LEVEL 1,AMER,POS,2,180,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56006820-Att Daily Sales Report Plantronics 4.26.21.xlsx,FY22Q1,3,LEVEL 1,AMER,POS,551,32736,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56006820-Att Daily Sales Report Plantronics 4.26.21.xlsx,FY22Q1,3,LEVEL 1,AMER,POS,27,2586,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56006820-Att Daily Sales Report Plantronics 4.26.21.xlsx,FY22Q1,4,LEVEL 1,AMER,POS,42,2376,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56006820-Att Daily Sales Report Plantronics 4.26.21.xlsx,FY22Q1,4,LEVEL 1,AMER,POS,4,372,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56011670-att Daily Sales Report Plantronics 5.3.21.xlsx,FY22Q1,4,LEVEL 1,AMER,POS,716,43104,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56011670-att Daily Sales Report Plantronics 5.3.21.xlsx,FY22Q1,4,LEVEL 1,AMER,POS,25,2418,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56011670-att Daily Sales Report Plantronics 5.3.21.xlsx,FY22Q1,5,LEVEL 1,AMER,POS,39,2376,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56011670-att Daily Sales Report Plantronics 5.3.21.xlsx,FY22Q1,5,LEVEL 1,AMER,POS,1,90,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56012806-att Daily Sales Report Plantronics 5.10.21.xlsx,FY22Q1,5,LEVEL 1,AMER,POS,466,25236,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56012806-att Daily Sales Report Plantronics 5.10.21.xlsx,FY22Q1,5,LEVEL 1,AMER,POS,28,2676,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56012806-att Daily Sales Report Plantronics 5.10.21.xlsx,FY22Q1,6,LEVEL 1,AMER,POS,38,1824,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56012806-att Daily Sales Report Plantronics 5.10.21.xlsx,FY22Q1,6,LEVEL 1,AMER,POS,4,408,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56065334-att Daily Sales Report Plantronics 5.17.xlsx,FY22Q1,6,LEVEL 1,AMER,POS,337,18156,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56065334-att Daily Sales Report Plantronics 5.17.xlsx,FY22Q1,6,LEVEL 1,AMER,POS,22,2088,CONSUMER,STEREO,MOBILE BT STEREO
A T & T WIRELESS SERVICES [7096],7096,56065334-att Daily Sales Report Plantronics 5.17.xlsx,FY22Q1,7,LEVEL 1,AMER,POS,32,1680,CONSUMER,MONO,MOBILE BT MONO
A T & T WIRELESS SERVICES [7096],7096,56065334-att Daily Sales Report Plantronics 5.17.xlsx,FY22Q1,7,LEVEL 1,AMER,POS,7,678,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,55962271-Abris_SALE_20210405_20210411.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,56,1854.6,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55962271-Abris_SALE_20210405_20210411.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,1,22.5,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ABRIS DISTRIBUTION INC [555603],555603,55962271-Abris_SALE_20210405_20210411.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,184,5819.04,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55962271-Abris_SALE_20210405_20210411.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,4,298.94,ENTERPRISE,UC OCC,UC OCC CORDLESS
ABRIS DISTRIBUTION INC [555603],555603,55984871-Abris_SALE_20210412_20210418.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,2,82.76,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55984871-Abris_SALE_20210412_20210418.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,35,903.4,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,55984871-Abris_SALE_20210412_20210418.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,100,9200,ENTERPRISE,UC OCC,UC OCC CORDLESS
ABRIS DISTRIBUTION INC [555603],555603,56005805-Abris_SALE_20210419_20210425.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,1,79.16,CONSUMER,GAMING,GAMING
ABRIS DISTRIBUTION INC [555603],555603,56005805-Abris_SALE_20210419_20210425.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,18,1308.3,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,56005805-Abris_SALE_20210419_20210425.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,34,1387.3,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56005805-Abris_SALE_20210419_20210425.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,232,6799.2,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56027281-Abris_SALE_20210426_20210502.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,1,50,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,56027281-Abris_SALE_20210426_20210502.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,120,3173.4,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56027281-Abris_SALE_20210426_20210502.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,26,936.44,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56027281-Abris_SALE_20210426_20210502.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,40,4048,ENTERPRISE,UC OCC,UC OCC CORDLESS
ABRIS DISTRIBUTION INC [555603],555603,56043254-Abris_SALE_20210503_20210509.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,50,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,56043254-Abris_SALE_20210503_20210509.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,26,1248.68,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56043254-Abris_SALE_20210503_20210509.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,11,462.3,ENTERPRISE,UC OCC,UC OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56043254-Abris_SALE_20210503_20210509.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,774.5,Voice,Audio Conferencing,RealPresence Trio
ABRIS DISTRIBUTION INC [555603],555603,56064600-Abris_SALE_20210510_20210516.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,2,158.32,CONSUMER,GAMING,GAMING
ABRIS DISTRIBUTION INC [555603],555603,56064600-Abris_SALE_20210510_20210516.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,16,1335.4,CONSUMER,STEREO,MOBILE BT STEREO
ABRIS DISTRIBUTION INC [555603],555603,56064600-Abris_SALE_20210510_20210516.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,5,206.9,ENTERPRISE,CORE OCC,CORE OCC CORDED
ABRIS DISTRIBUTION INC [555603],555603,56064600-Abris_SALE_20210510_20210516.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,63,1876.34,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,101,9709.8,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,1,22.5,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,211,9128.32,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,3,533.41,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,2,996.25,Video,Endpoints,MSR
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,2,4690,Video,Endpoints,Poly Group PC
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,1,549.5,Voice,Audio Conferencing,RealPresence Trio
AL ZUBAIR GROUP FZE [587953],587953,55965207-POS Template-10 APR.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,4,525.8,Voice,Desktop Phones,VVX
AL ZUBAIR GROUP FZE [587953],587953,55988132-POS Template-17 APR.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,5,44.52,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55988132-POS Template-17 APR.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,56,3637,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,55988132-POS Template-17 APR.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,21,3027.32,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,55988132-POS Template-17 APR.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,5,2403.75,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,55988132-POS Template-17 APR.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,88.35,Video,Endpoints,USB Cameras
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,92,1948.64,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,7,381.5,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,40,2044,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,18,1084.67,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,2,5959.68,Video,Endpoints,G7500
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,1,7349.3,Video,Endpoints,Poly Group PC
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,4,4105.41,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,1,1393,Video,Endpoints,Polycom Pano
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,12,2323.5,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,1,116.25,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,7,618.45,Video,Endpoints,USB Cameras
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,4,1380.25,Voice,Audio Conferencing,RealPresence Trio
AL ZUBAIR GROUP FZE [587953],587953,56011267-587953_2904_AL ZUBAIR_POS_WEEK 17 2021_REV.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,5,849.75,Voice,Desktop Phones,CCX
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,25,1612.5,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,49,5498.19,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,3,LEVEL 1,EMEA,POS,2,4438.8,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,15,527,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,3,29.91,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,102,6936.47,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,66,8640.31,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,3,1122.75,Video,Endpoints,G7500
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,1,116.25,Video,Endpoints,MSR
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,14,18789.96,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,17,2679.75,Video,Endpoints,Polycom Studio
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,8,39468.51,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,5,441.75,Video,Endpoints,USB Cameras
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,27,14051,Voice,Audio Conferencing,RealPresence Trio
AL ZUBAIR GROUP FZE [587953],587953,56030288-POS Template-01 MAY.xlsx,FY22Q1,4,LEVEL 1,EMEA,POS,4,8148,Voice,Audio Conferencing,Soundstructure
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,65,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,22.5,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,3,103.41,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,22,2671.4,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,6,4720.68,Video,Endpoints,G7500
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,880,Video,Endpoints,MSR
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,1,899.4,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,16,6502.55,Voice,Audio Conferencing,RealPresence Trio
AL ZUBAIR GROUP FZE [587953],587953,56045686-POS Template-08 MAY.xlsx,FY22Q1,5,LEVEL 1,EMEA,POS,40,3938,Voice,Desktop Phones,VVX
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,53,3518,ENTERPRISE,CORE OCC,CORE OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,56,3817,ENTERPRISE,UC OCC,UC OCC CORDED
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,148,18918.56,ENTERPRISE,UC OCC,UC OCC CORDLESS
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,2,4438.8,Video,Endpoints,Poly Studio X
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,4,9211.68,Video,Endpoints,RP Group
AL ZUBAIR GROUP FZE [587953],587953,56067095-POS Template-15 MAY.xlsx,FY22Q1,6,LEVEL 1,EMEA,POS,2,706.25,Voice,Audio Conferencing,RealPresence Trio
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,300,0,Service,Care,CCX-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,Poly Group PC-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,Poly Studio X-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,Polycom Studio-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,RP Group-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,2,0,Service,Care,SoundStation IP-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,1,0,Service,Cloud,RealConnect-RealConnect O365 Subscription Software
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,NS-POS,2,0,Service,Professional Services,RP Platform-Training Services
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,25,1020.625,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,25,1392.075,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,326,17133.39,ENTERPRISE,UC OCC,UC OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,148,16726.865,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,1,121.6125,Video,Endpoints,HDX
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,6,10515.6,Video,Endpoints,Poly Studio X
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,67,49928.4,Video,Endpoints,Polycom Studio
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,3,6083.385,Video,Endpoints,RP Group
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,2,249.9525,Voice,Desktop Phones,CCX
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,2,125.235,Voice,Desktop Phones,Legacy VVX and SoundPoint IP
ALLNET ITALIA S.P.A. [469883],469883,55966902-POS POLY- 11Apr2021.xlsx,FY22Q1,1,LEVEL 1,EMEA,POS,5,259.325,Voice,Desktop Phones,Obihai ATA
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,NS-POS,1,0,Service,Care,HDX-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,NS-POS,12,0,Service,Care,RP Group-Maintenance Services
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,101,2550.355,ENTERPRISE,CORE OCC,CORE OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,10,308.775,ENTERPRISE,CORE OCC,CORE OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,114,3259.445,ENTERPRISE,UC OCC,UC OCC CORDED
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,14,1855.755,ENTERPRISE,UC OCC,UC OCC CORDLESS
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,117.3,Video,Endpoints,G7500
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,920,Video,Endpoints,MSR
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,7269.15,Video,Endpoints,Poly Group PC
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,2200.41,Video,Endpoints,Poly Studio X
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,75,15117.9,Video,Endpoints,Polycom Studio
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,1,77.625,Video,Endpoints,RP Group
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,2,1206.2925,Voice,Audio Conferencing,RealPresence Trio
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,2,478.17,Voice,Desktop Phones,CCX
ALLNET ITALIA S.P.A. [469883],469883,55988161-Pos Poly_19Apr2021.xlsx,FY22Q1,2,LEVEL 1,EMEA,POS,2,93.61,Voice,Desktop Phones,VVX
